	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172
D00379	0.115385	0.30303	0.382353	0.222222	0.72	0.194444	0.085106	0.30303	0.27907	0.181818	0.325	0.294118	0.205882	0.25	0.210526	0.095238	0.194444	0.170732	0.235294	0.178571	0.529412	0.5	0.184211	0.266667	0.40625	0.090909	0.266667	0.121212	0.266667	0.263158	0.28125	0.277778	1	0.56	0.068966	0.228571	0.285714	0.121951	0.108696	0.242424	0.194444	0.138889	0.233333	0.3	0.166667	0.066667	0.027778	0.307692	0.142857	0.181818	0.225806	0.244444	0.032258	0.09375	0.189189	0.212121	0.151515	0.131579	0.25	0.068966	0	0	0.035714	0	0	0	0.181818	0.133333	0.157895	0.222222	0.275862	0.25	0.28125	0.266667	0.410256	0.317073	0.191489	0.172414	0.18	0.159091	0.117647	0.113636	0.1	0.119048	0.25	0.178571	0.152174	0.292683	0.166667	0.205128	0.208333	0.25	0.140845	0.147059	0.2	0.205128	0.242424	0.242424	0.205882	0.363636	0.179487	0.121951	0.194444	0.034483	0.241379	0.269231	0.310345	0.205882	0.142857	0.210526	0.433333	0.481481	0.34375	0.181818	0.205882	0.136842	0.089888	0.163934	0.111111	0.185185	0.16129	0.294118	0.232558	0.27027	0.243902	0.194444	0.235294	0.2	0.189189	0.2	0.102564	0.131579	0.162162	0.1875	0.096774	0.419355	0.128205	0.122449	0.266667	0.2	0.25	0.173077	0.433333	0.25641	0.045045	0.181818	0.419355	0.090909	0.096154	0.791667	0.227273	0.083333	0.128205	0.73913	0.131579	0.206897	0.096154	0.264706	0.258065	0.3	0.285714	0.317073	0.131579	0.147059	0.204082	0.264706	0.027778	0.177419	0.166667	0.227273	0.018868	0.263158	0.206349	0.206349	0.222222	0.102041	0.242424	0.285714	0.15	0.192308	0.1	0.057143	0.2	0.23913	0.096154	0.25	0.028571	0.153846	0.32	0.234043	0.209677	0.322581	0.245283	0.134615	0.15	0.411765	0.1	0.433333	0.375	0.090909	0.052632	0.357143	0.134615	0.307692	0.170213	0.333333	0.230769	0.108434	0.027027	0.296296
D00380	0	0.212121	0.294118	0.138889	0.538462	0.176471	0.170732	0.142857	0.238095	0.2	0.315789	0.171429	0.1875	0.333333	0.34375	0.162162	0.290323	0.216216	0.258065	0.071429	0.441176	0.416667	0.166667	0.25	0.354839	0.125	0.227273	0.133333	0.458333	0.184211	0.1875	0.228571	0.56	1	0.076923	0.212121	0.1	0.162162	0.2	0.407407	0.212121	0.151515	0.259259	0.5	0.21875	0.115385	0.133333	0.347826	0.15625	0.285714	0.25	0.204545	0.16	0.142857	0.242424	0.193548	0.25	0.176471	0.28	0.12	0	0	0.04	0	0	0.034483	0.285714	0.192308	0.171429	0.363636	0.478261	0.209302	0.151515	0.296296	0.405405	0.275	0.12766	0.107143	0.272727	0.230769	0.2	0.179487	0.181818	0.189189	0.205128	0.25	0.282051	0.25	0.28	0.294118	0.145833	0.342857	0.2	0.16129	0.216216	0.257143	0.225806	0.310345	0.225806	0.272727	0.194444	0.131579	0.212121	0.08	0.269231	0.153846	0.166667	0.357143	0.275862	0.387097	0.37931	0.321429	0.333333	0.333333	0.407407	0.129032	0.08046	0.114754	0.055556	0.208333	0.178571	0.205882	0.190476	0.222222	0.2	0.25	0.258065	0.21875	0.28125	0.097561	0.176471	0.052632	0.176471	0.060606	0.107143	0.322581	0.242424	0.155556	0.458333	0.181818	0.2	0.137255	0.428571	0.15	0.066038	0.148148	0.413793	0.137931	0.173913	0.538462	0.275	0.125	0.28125	0.541667	0.176471	0.155172	0.173913	0.142857	0.44	0.25641	0.375	0.307692	0.25	0.086957	0.166667	0.142857	0.133333	0.111111	0.098361	0.133333	0.085106	0.153846	0.140625	0.140625	0.171429	0.186047	0.1875	0.2	0.194444	0.255319	0.209302	0.0625	0.258065	0.2	0.173913	0.209302	0.137931	0.23913	0.2	0.122449	0.142857	0.1875	0.188679	0.191489	0.131579	0.363636	0.166667	0.37931	0.28125	0.097561	0.121212	0.206897	0.166667	0.263158	0.106383	0.15625	0.318182	0.085366	0.129032	0.391304
D00392	0	0.103448	0.058824	0.1	0.032258	0.032258	0.111111	0.032258	0.047619	0.037037	0.076923	0.064516	0.153846	0.043478	0.09375	0.09375	0.032258	0.15625	0	0.047619	0.025	0.02381	0.096774	0	0.0625	0.088235	0.045455	0	0.125	0.057143	0.034483	0.09375	0.068966	0.076923	1	0.103448	0.041667	0.09375	0.081081	0.111111	0.142857	0.071429	0.181818	0.076923	0.107143	0.75	0.238095	0	0.115385	0.076923	0	0.071429	0.166667	0.2	0.064516	0.074074	0	0.142857	0	0.333333	0	0	0.058824	0	0	0	0.076923	0.15	0.03125	0.047619	0.130435	0.047619	0.071429	0.173913	0.128205	0.075	0.022727	0.210526	0.066667	0.142857	0.069767	0.085714	0.073171	0.090909	0.083333	0	0.076923	0.02439	0.142857	0.028571	0.044444	0.083333	0.044776	0	0	0	0	0.071429	0	0.096774	0.129032	0.060606	0.185185	0.055556	0.190476	0.222222	0.173913	0.111111	0.074074	0.09375	0.066667	0.16	0.066667	0.076923	0.111111	0.031915	0.036145	0.052632	0.065217	0	0	0.03125	0.02439	0.090909	0.052632	0.066667	0.068966	0.033333	0.03125	0	0.103448	0.185185	0	0.285714	0	0.064516	0.1	0.1	0.125	0.148148	0	0.086957	0.103448	0.027027	0.029412	0.038462	0.1	0.190476	0.045455	0.066667	0.075	0.166667	0.1	0.035714	0.103448	0.017241	0.069767	0.066667	0.12	0.051282	0.136364	0.075	0.103448	0.063492	0.021277	0.103448	0.130435	0.068966	0.053571	0.02381	0.131579	0.057143	0.048387	0.048387	0.1	0.075	0.034483	0	0.129032	0.108696	0.047619	0.04	0.068966	0.045455	0.069767	0.1	0.25	0.042553	0.1	0.021739	0.066667	0.111111	0.078431	0.116279	0.060606	0.088235	0.037736	0.103448	0.1	0.088235	0.26087	0.038462	0.066667	0.052632	0.047619	0.035714	0.105263	0.051948	0.173913	0.142857
D00394	0.071429	0.257143	0.333333	0.216216	0.189189	0.375	0.238095	0.333333	0.333333	0.481481	0.35	0.363636	0.4	0.2	0.424242	0.236842	0.333333	0.441176	0.228571	0.133333	0.261905	0.27907	0.352941	0.147059	0.393939	0.225	0.288889	0.225806	0.3	0.361111	0.354839	0.46875	0.228571	0.212121	0.103448	1	0.15625	0.236842	0.181818	0.4	0.466667	0.3125	0.225806	0.25	0.72	0.1	0.151515	0.166667	0.322581	0.37931	0.147059	0.425	0.137931	0.241379	0.363636	0.518519	0.21875	0.128205	0.241379	0.103448	0.035714	0.032258	0.071429	0.032258	0.032258	0.030303	0.333333	0.346154	0.363636	0.172414	0.310345	0.302326	0.448276	0.21875	0.244444	0.410256	0.075472	0.166667	0.363636	0.444444	0.288889	0.282051	0.365854	0.2	0.457143	0.214286	0.384615	0.2	0.333333	0.454545	0.255319	0.342105	0.188406	0.111111	0.225	0.263158	0.135135	0.166667	0.135135	0.277778	0.424242	0.27027	0.333333	0.033333	0.233333	0.133333	0.258065	0.235294	0.28125	0.382353	0.294118	0.28125	0.257143	0.25	0.3125	0.172043	0.166667	0.2	0.12963	0.222222	0.193548	0.216216	0.35	0.454545	0.405405	0.692308	0.72	0.592593	0.323529	0.225	0.294118	0.1	0.257143	0.114286	0	0.285714	0.607143	0.473684	0.3	0.433333	0.121951	0.215686	0.294118	0.351351	0.044643	0.294118	0.285714	0.233333	0.380952	0.222222	0.309524	0.212121	0.285714	0.205882	0.294118	0.245614	0.318182	0.294118	0.290323	0.358974	0.275862	0.341463	0.294118	0.161765	0.304348	0.222222	0.151515	0.213115	0.245614	0.1	0.1	0.25641	0.184615	0.184615	0.216216	0.375	0.4	0.314286	0.305556	0.285714	0.302326	0.085714	0.535714	0.26087	0.234043	0.244444	0.121212	0.386364	0.259259	0.156863	0.169231	0.235294	0.240741	0.363636	0.424242	0.4	0.34	0.294118	0.285714	0.113636	0.108108	0.258065	0.395349	0.368421	0.166667	0.205882	0.269231	0.134146	0.114286	0.285714
D00418	0.15	0.15625	0.242424	0.266667	0.275862	0.15625	0.097561	0.275862	0.225	0.178571	0.205128	0.266667	0.166667	0.16	0.111111	0.081081	0.088235	0.135135	0.125	0.285714	0.243243	0.230769	0.147059	0.185185	0.181818	0.105263	0.186047	0.192308	0.103448	0.272727	0.206897	0.25	0.285714	0.1	0.041667	0.15625	1	0.081081	0.097561	0.09375	0.193548	0.129032	0.107143	0.137931	0.125	0.04	0	0.12	0.096774	0.1	0.185185	0.190476	0.04	0.115385	0.117647	0.214286	0.142857	0.057143	0.16	0.041667	0	0	0	0	0	0	0.1	0.12	0.151515	0.173913	0.068966	0.195122	0.296296	0.230769	0.166667	0.230769	0.162791	0.12	0.081633	0.097561	0.108696	0.075	0.088889	0.108108	0.222222	0.173913	0.093023	0.175	0.16	0.078947	0.181818	0.073171	0.041667	0.222222	0.105263	0.138889	0.166667	0.129032	0.129032	0.258065	0.212121	0.142857	0.193548	0	0.111111	0.227273	0.230769	0.129032	0.133333	0.142857	0.321429	0.307692	0.275862	0.137931	0.09375	0.096774	0.096386	0.140351	0.102041	0.238095	0.2	0.266667	0.205128	0.242424	0.216216	0.15625	0.16129	0.16129	0.085714	0.272727	0.121212	0.121212	0.088235	0.142857	0.037037	0.1875	0.085714	0.113636	0.066667	0.16129	0.181818	0.145833	0.275862	0.228571	0.018519	0.156863	0.310345	0.153846	0.133333	0.233333	0.090909	0.137931	0.117647	0.259259	0.15625	0.142857	0.085106	0.193548	0.1	0.210526	0.153846	0.230769	0.121212	0.125	0.177778	0.233333	0	0.155172	0.163636	0.170732	0.021277	0.272727	0.147541	0.147541	0.1875	0.090909	0.206897	0.21875	0.142857	0.12	0.088889	0.068966	0.16129	0.186047	0.0625	0.195122	0	0.08	0.35	0.155556	0.131148	0.25	0.153846	0.081633	0.111111	0.235294	0.071429	0.321429	0.266667	0.076923	0.030303	0.230769	0.12766	0.216216	0.195122	0.307692	0.130435	0.131579	0	0.16
D00437	0.03125	0.382353	0.085106	0.170732	0.146341	0.146341	0.145833	0.205128	0.134615	0.162162	0.14	0.170732	0.153846	0.181818	0.219512	0.666667	0.146341	0.181818	0.095238	0	0.12	0.115385	0.113636	0.135135	0.166667	0.625	0.109091	0.138889	0.235294	0.238095	0.153846	0.190476	0.121951	0.162162	0.09375	0.236842	0.081081	1	0.617647	0.216216	0.205128	0.184211	0.205882	0.162162	0.243243	0.090909	0.108108	0.151515	0.189189	0.194444	0.105263	0.176471	0.2	0.181818	0.170732	0.157895	0.354839	0.119048	0.181818	0.09375	0	0	0.03125	0	0	0	0.30303	0.310345	0.170732	0.275862	0.242424	0.113208	0.216216	0.166667	0.18	0.183673	0.016949	0.151515	0.465116	0.27907	0.564103	0.827586	0.18	0.758621	0.173913	0.15625	0.1875	0.14	0.21875	0.159091	0.107143	0.148936	0.103896	0.075	0.130435	0.108696	0.125	0.153846	0.125	0.195122	0.219512	0.190476	0.27027	0.030303	0.212121	0.027778	0.2	0.184211	0.257143	0.219512	0.119048	0.222222	0.119048	0.264706	0.285714	0.154639	0.147727	0.136364	0.103448	0.16129	0.142857	0.142857	0.117647	0.186047	0.145833	0.205128	0.179487	0.179487	0.142857	0.130435	0.175	0.093023	0.093023	0.105263	0.027027	0.2	0.230769	0.204082	0.235294	0.15	0.113636	0.12069	0.205128	0.104167	0.043478	0.112903	0.230769	0.212121	0.150943	0.146341	0.208333	0.194444	0.297297	0.1	0.175	0.104478	0.173077	0.27027	0.228571	0.217391	0.212121	0.16	0.305556	0.138889	0.105263	0.146341	0.108108	0.149254	0.193548	0	0.137255	0.155556	0.111111	0.111111	0.2	0.183673	0.216216	0.139535	0.219512	0.245283	0.134615	0.108108	0.210526	0.089286	0.487805	0.113208	0.111111	0.142857	0.193548	0.127273	0.144928	0.184211	0.22807	0.235294	0.190476	0.181818	0.129032	0.236842	0.2	0.04	0.1	0.3125	0.235294	0.222222	0.134615	0.128205	0.241379	0.103448	0.105263	0.21875
D00438	0.027027	0.3	0.12	0.177778	0.130435	0.130435	0.176471	0.130435	0.142857	0.090909	0.192308	0.177778	0.136364	0.157895	0.27907	0.571429	0.181818	0.1875	0.108696	0.02439	0.150943	0.145455	0.125	0.119048	0.125	0.628571	0.137931	0.121951	0.205128	0.23913	0.111111	0.195652	0.108696	0.2	0.081081	0.181818	0.097561	0.617647	1	0.25	0.155556	0.162791	0.179487	0.2	0.186047	0.078947	0.121951	0.131579	0.166667	0.230769	0.093023	0.226415	0.242424	0.157895	0.177778	0.088889	0.342857	0.155556	0.128205	0.081081	0.027778	0.052632	0.085714	0.025641	0.025641	0.05	0.263158	0.264706	0.12766	0.235294	0.243243	0.142857	0.136364	0.146341	0.207547	0.188679	0.031746	0.131579	0.478261	0.276596	0.65	0.705882	0.254902	0.75	0.229167	0.166667	0.192308	0.169811	0.222222	0.191489	0.155172	0.204082	0.139241	0.066667	0.117647	0.12	0.111111	0.162791	0.136364	0.148936	0.170213	0.170213	0.238095	0.026316	0.184211	0.05	0.119048	0.219512	0.324324	0.222222	0.181818	0.166667	0.181818	0.297297	0.315789	0.206186	0.204545	0.15942	0.112903	0.138889	0.125	0.177778	0.127273	0.191489	0.153846	0.209302	0.159091	0.186047	0.177778	0.14	0.238095	0.083333	0.106383	0.093023	0.02381	0.204545	0.177778	0.185185	0.236842	0.133333	0.102041	0.147541	0.209302	0.137255	0.059322	0.121212	0.232558	0.184211	0.137931	0.130435	0.211538	0.170732	0.292683	0.088889	0.155556	0.128571	0.245283	0.209302	0.2	0.22	0.184211	0.211538	0.3	0.144737	0.114754	0.155556	0.179487	0.171429	0.161765	0.032787	0.188679	0.1875	0.133333	0.133333	0.177778	0.26	0.162791	0.173913	0.195652	0.267857	0.185185	0.121951	0.186047	0.137931	0.466667	0.142857	0.125	0.15	0.2	0.175439	0.150685	0.190476	0.271186	0.236364	0.122449	0.163265	0.153846	0.209302	0.152174	0.075472	0.139535	0.236842	0.259259	0.22449	0.163636	0.113636	0.205882	0.097826	0.146341	0.189189
D00451	0	0.166667	0.210526	0.194444	0.272727	0.235294	0.25	0.2	0.285714	0.1875	0.268293	0.228571	0.25	0.36	0.285714	0.25	0.3125	0.305556	0.322581	0.066667	0.307692	0.358974	0.222222	0.275862	0.333333	0.205128	0.191489	0.2	0.275862	0.205128	0.212121	0.323529	0.242424	0.407407	0.111111	0.4	0.09375	0.216216	0.25	1	0.272727	0.212121	0.16129	0.310345	0.366667	0.107143	0.125	0.222222	0.181818	0.407407	0.321429	0.25	0.192308	0.259259	0.264706	0.181818	0.193548	0.2	0.36	0.071429	0	0	0.037037	0	0	0.032258	0.266667	0.32	0.228571	0.230769	0.285714	0.173913	0.212121	0.193548	0.285714	0.292683	0.078431	0.137931	0.318182	0.315789	0.244444	0.230769	0.317073	0.243243	0.25641	0.28	0.3	0.209302	0.259259	0.314286	0.212766	0.441176	0.19403	0.117647	0.27027	0.277778	0.25	0.333333	0.25	0.257143	0.25	0.184211	0.272727	0.035714	0.166667	0.032258	0.233333	0.333333	0.344828	0.363636	0.235294	0.181818	0.235294	0.310345	0.37931	0.163043	0.142857	0.166667	0.072727	0.24	0.206897	0.162162	0.209302	0.314286	0.25	0.354839	0.322581	0.28125	0.30303	0.146341	0.272727	0.05	0.2	0.057143	0.1	0.228571	0.30303	0.227273	0.275862	0.242424	0.222222	0.176471	0.235294	0.170732	0.074766	0.185185	0.228571	0.25	0.244444	0.235294	0.358974	0.266667	0.34375	0.258065	0.272727	0.131148	0.302326	0.272727	0.266667	0.243902	0.206897	0.261905	0.354839	0.132353	0.183673	0.2	0.2	0.16129	0.131148	0.12766	0.12766	0.236842	0.209677	0.209677	0.194444	0.325	0.290323	0.222222	0.216216	0.22	0.255814	0.058824	0.322581	0.191489	0.244444	0.227273	0.09375	0.255319	0.185185	0.117647	0.193548	0.25	0.25	0.288889	0.184211	0.342857	0.203704	0.2	0.264706	0.093023	0.114286	0.15625	0.26087	0.25	0.102041	0.114286	0.291667	0.109756	0.121212	0.214286
D00456	0.111111	0.294118	0.263158	0.25	0.222222	0.375	0.268293	0.333333	0.302326	0.290323	0.285714	0.363636	0.354839	0.241379	0.305556	0.205128	0.257143	0.4	0.194444	0.096774	0.261905	0.27907	0.314286	0.147059	0.277778	0.195122	0.288889	0.310345	0.258065	0.324324	0.3125	0.424242	0.194444	0.212121	0.142857	0.466667	0.193548	0.205128	0.155556	0.272727	1	0.354839	0.310345	0.212121	0.387097	0.178571	0.151515	0.166667	0.322581	0.290323	0.181818	0.295455	0.1	0.333333	0.323529	0.366667	0.181818	0.1	0.285714	0.185185	0	0	0.034483	0	0	0.030303	0.333333	0.25	0.40625	0.172414	0.310345	0.333333	0.448276	0.3	0.244444	0.309524	0.055556	0.166667	0.25	0.333333	0.234043	0.219512	0.244444	0.170732	0.342105	0.214286	0.285714	0.227273	0.285714	0.297297	0.229167	0.243902	0.138889	0.081081	0.25641	0.263158	0.135135	0.2	0.135135	0.393939	0.88	0.305556	0.375	0.033333	0.275862	0.172414	0.392857	0.2	0.242424	0.27027	0.222222	0.322581	0.222222	0.212121	0.2	0.135417	0.113636	0.2	0.089286	0.222222	0.193548	0.216216	0.285714	0.411765	0.333333	0.466667	0.433333	0.433333	0.25	0.25641	0.257143	0.157895	0.222222	0.181818	0	0.285714	0.363636	0.302326	0.3	0.34375	0.15	0.24	0.294118	0.315789	0.035398	0.245283	0.285714	0.321429	0.288889	0.222222	0.222222	0.290323	0.216216	0.171429	0.294118	0.183333	0.208333	0.333333	0.25	0.325	0.233333	0.27907	0.222222	0.161765	0.25	0.257143	0.085714	0.193548	0.20339	0.057692	0.1	0.289474	0.222222	0.222222	0.285714	0.25	0.4	0.314286	0.382353	0.235294	0.244444	0.117647	0.433333	0.234043	0.183673	0.302326	0.15625	0.244898	0.307692	0.113208	0.169231	0.3125	0.196429	0.276596	0.305556	0.4	0.218182	0.294118	0.40625	0.139535	0.138889	0.3	0.304348	0.333333	0.166667	0.205882	0.269231	0.177215	0.147059	0.241379
D00464	0.037037	0.2	0.352941	0.194444	0.166667	0.555556	0.162791	0.448276	0.285714	0.357143	0.3	0.482759	0.73913	0.307692	0.285714	0.184211	0.354839	0.516129	0.322581	0	0.243902	0.325	0.62963	0.193548	0.375	0.146341	0.302326	0.285714	0.121212	0.305556	0.538462	0.363636	0.138889	0.151515	0.071429	0.3125	0.129032	0.184211	0.162791	0.212121	0.354839	1	0.333333	0.1875	0.366667	0.068966	0.090909	0.222222	0.56	0.225806	0.233333	0.27907	0.033333	0.172414	0.264706	0.444444	0.193548	0.02439	0.214286	0.111111	0.038462	0.034483	0.037037	0.034483	0.034483	0.032258	0.310345	0.178571	0.482759	0.185185	0.16129	0.317073	0.333333	0.275862	0.173913	0.261905	0.018519	0.064516	0.26087	0.388889	0.302326	0.170732	0.227273	0.179487	0.289474	0.230769	0.238095	0.155556	0.172414	0.393939	0.1875	0.25641	0.15942	0.117647	0.342857	0.352941	0.176471	0.212121	0.212121	0.222222	0.363636	0.730769	0.3125	0.074074	0.346154	0.066667	0.275862	0.176471	0.181818	0.216216	0.166667	0.181818	0.166667	0.1875	0.176471	0.138298	0.116279	0.206897	0.053571	0.347826	0.25	0.194444	0.3	0.352941	0.282051	0.4	0.366667	0.413793	0.34375	0.236842	0.166667	0.076923	0.3125	0.121212	0	0.194444	0.34375	0.285714	0.193548	0.576923	0.189189	0.2	0.166667	0.263158	0.017699	0.207547	0.162162	0.166667	0.244444	0.166667	0.232558	0.151515	0.162162	0.181818	0.272727	0.189655	0.191489	0.272727	0.151515	0.275	0.166667	0.292683	0.166667	0.149254	0.26087	0.2	0.028571	0.2	0.210526	0	0.104167	0.236842	0.171875	0.171875	0.34375	0.232558	0.428571	0.375	0.285714	0.297872	0.255814	0.058824	0.322581	0.272727	0.142857	0.255814	0.09375	0.282609	0.185185	0.096154	0.15625	0.212121	0.203704	0.288889	0.323529	0.342857	0.25	0.166667	0.194444	0.093023	0.083333	0.233333	0.26087	0.282051	0.125	0.21875	0.24	0.123457	0.088235	0.133333
D00474	0.090909	0.266667	0.2	0.181818	0.225806	0.266667	0.15	0.225806	0.162791	0.172414	0.170732	0.21875	0.333333	0.2	0.205882	0.205882	0.225806	0.264706	0.15625	0.12	0.175	0.166667	0.290323	0.222222	0.212121	0.162162	0.155556	0.142857	0.222222	0.194444	0.241379	0.205882	0.233333	0.259259	0.181818	0.225806	0.107143	0.205882	0.179487	0.16129	0.310345	0.333333	1	0.259259	0.193548	0.227273	0.391304	0.26087	0.346154	0.172414	0.1	0.186047	0.038462	0.2	0.21875	0.25	0.269231	0.085714	0.25	0.368421	0	0	0.043478	0	0	0.037037	0.307692	0.208333	0.21875	0.333333	0.28	0.190476	0.241379	0.571429	0.25	0.195122	0.040816	0.115385	0.2	0.210526	0.181818	0.189189	0.111111	0.235294	0.216216	0.217391	0.170732	0.170732	0.2	0.235294	0.12766	0.153846	0.101449	0.030303	0.228571	0.2	0.2	0.16129	0.16129	0.212121	0.28125	0.28125	0.310345	0.086957	0.722222	0.217391	0.434783	0.16129	0.206897	0.205882	0.266667	0.206897	0.266667	0.259259	0.241379	0.084211	0.069767	0.118644	0.057692	0.173913	0.148148	0.258065	0.170732	0.2	0.179487	0.225806	0.233333	0.233333	0.21875	0.162162	0.151515	0.1875	0.151515	0.269231	0	0.258065	0.21875	0.190476	0.269231	0.423077	0.142857	0.217391	0.225806	0.222222	0.018349	0.132075	0.21875	0.192308	0.130435	0.225806	0.166667	0.172414	0.181818	0.206897	0.1875	0.140351	0.106383	0.225806	0.214286	0.205128	0.192308	0.166667	0.1875	0.106061	0.148936	0.1875	0.032258	0.114754	0.12069	0.042553	0.195122	0.162162	0.092308	0.092308	0.3	0.113636	0.241379	0.25	0.28125	0.212766	0.136364	0.103448	0.275862	0.155556	0.181818	0.282051	0.409091	0.122449	0.333333	0.12766	0.111111	0.241379	0.12963	0.173913	0.205882	0.194444	0.109091	0.225806	0.21875	0.131579	0.25	0.375	0.148936	0.210526	0.162791	0.296296	0.35	0.115385	0.32	0.2
D00477	0	0.212121	0.333333	0.171429	0.290323	0.212121	0.170732	0.142857	0.268293	0.2	0.315789	0.171429	0.225806	0.230769	0.387097	0.228571	0.333333	0.40625	0.21875	0.071429	0.289474	0.307692	0.2	0.166667	0.3125	0.153846	0.255814	0.172414	0.521739	0.184211	0.1875	0.264706	0.3	0.5	0.076923	0.25	0.137931	0.162162	0.2	0.310345	0.212121	0.1875	0.259259	1	0.258065	0.115385	0.172414	0.347826	0.15625	0.285714	0.166667	0.232558	0.26087	0.142857	0.28125	0.193548	0.296296	0.111111	0.230769	0.12	0.041667	0.037037	0.083333	0.037037	0.037037	0.071429	0.285714	0.24	0.205882	0.428571	0.416667	0.209302	0.151515	0.346154	0.333333	0.275	0.081633	0.148148	0.244444	0.333333	0.255814	0.179487	0.268293	0.189189	0.27027	0.304348	0.388889	0.282051	0.333333	0.375	0.145833	0.305556	0.181818	0.241379	0.184211	0.222222	0.151515	0.225806	0.151515	0.3125	0.228571	0.162162	0.25	0.125	0.269231	0.153846	0.206897	0.727273	0.608696	0.482759	0.481481	0.321429	0.428571	0.714286	0.461538	0.09375	0.105882	0.152542	0.075472	0.208333	0.222222	0.205882	0.25	0.294118	0.230769	0.290323	0.258065	0.258065	0.322581	0.125	0.212121	0.052632	0.176471	0.060606	0	0.322581	0.366667	0.209302	0.458333	0.21875	0.135135	0.183673	0.37931	0.15	0.046296	0.169811	0.366667	0.137931	0.227273	0.290323	0.214286	0.125	0.518519	0.321429	0.212121	0.155172	0.255814	0.176471	0.565217	0.289474	0.375	0.307692	0.481481	0.086957	0.217391	0.212121	0.172414	0.147541	0.116667	0.108696	0.133333	0.184211	0.106061	0.106061	0.171429	0.243902	0.225806	0.2	0.194444	0.340909	0.3	0.0625	0.21875	0.2	0.227273	0.268293	0.137931	0.295455	0.2	0.170213	0.090909	0.225806	0.145455	0.244444	0.131579	0.40625	0.211538	0.333333	0.28125	0.153846	0.121212	0.206897	0.244444	0.263158	0.106383	0.193548	0.380952	0.126582	0.129032	0.333333
D00480	0	0.194444	0.305556	0.157895	0.131579	0.387097	0.243902	0.387097	0.309524	0.5	0.325	0.419355	0.413793	0.296296	0.4375	0.277778	0.387097	0.454545	0.272727	0.03125	0.209302	0.285714	0.40625	0.1875	0.40625	0.230769	0.266667	0.233333	0.310345	0.333333	0.366667	0.533333	0.166667	0.21875	0.107143	0.72	0.125	0.243243	0.186047	0.366667	0.387097	0.366667	0.193548	0.258065	1	0.103448	0.15625	0.172414	0.333333	0.344828	0.225806	0.365854	0.185185	0.25	0.333333	0.481481	0.1875	0.102564	0.25	0.068966	0.076923	0.068966	0.115385	0.068966	0.068966	0.064516	0.344828	0.36	0.419355	0.178571	0.321429	0.27907	0.413793	0.151515	0.170213	0.384615	0.018182	0.133333	0.340909	0.5	0.325581	0.289474	0.375	0.205128	0.428571	0.269231	0.394737	0.177778	0.4	0.46875	0.208333	0.315789	0.173913	0.147059	0.297297	0.342857	0.171429	0.242424	0.205882	0.25	0.393939	0.314286	0.34375	0.071429	0.241379	0.064516	0.266667	0.28125	0.290323	0.352941	0.228571	0.25	0.228571	0.258065	0.322581	0.136842	0.154762	0.224138	0.090909	0.28	0.285714	0.189189	0.394737	0.566667	0.457143	0.653846	0.615385	0.555556	0.375	0.230769	0.30303	0.04878	0.264706	0.055556	0	0.222222	0.76	0.617647	0.357143	0.448276	0.153846	0.22	0.30303	0.324324	0.035714	0.326531	0.294118	0.241379	0.390244	0.162162	0.317073	0.21875	0.294118	0.176471	0.30303	0.206897	0.325581	0.264706	0.344828	0.405405	0.333333	0.317073	0.30303	0.164179	0.340909	0.194444	0.15625	0.196721	0.272727	0.038462	0.102041	0.263158	0.1875	0.1875	0.222222	0.35	0.413793	0.323529	0.314286	0.291667	0.341463	0.057143	0.5	0.23913	0.212766	0.25	0.125	0.395349	0.178571	0.09434	0.171875	0.205882	0.245283	0.372093	0.393939	0.411765	0.346939	0.30303	0.222222	0.066667	0.111111	0.1875	0.372093	0.378378	0.122449	0.212121	0.28	0.15	0.117647	0.296296
