	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00371	0.157895	0.125	0.055556	0.060606	0.181818	0.027027	0.129032	0.096774	0.114286	0.26087	0.055556	0.206897	0.433333	0.0625	0.146341	0.142857	0.08	0.162162	0.214286	0.153846	0.173913	0.16129	0.25	0.185185	0.088235	0.2	0.064516	0	0.121951	0.1	0.176471	1	0.148148	0.206897	0.172414	0.184211	0.25	0.148936	0.259259	0.081081	0.133333	0.194444	0.206897	0.151515	0.133333	0.105263	0.076923	0.269231	0.25	0.114286	0.214286	0.222222	0.1875	0.222222	0.172414	0.16	0.142857	0.181818	0.24	0.4	0.314286	0.142857	0.179487	0.153846	0.090909	0.217391	0.8	0.121212	0	0.153846	0.146341	0.222222	0.2	0.125	0.109091	0.166667	0.16	0	0.2	0.181818	0.155556	0.16129	0.113208	0.193548	0.193548	0.212121	0.153846	0.129032	0.233333	0.2	0.205882	0.044444	0.130435	0.130435	0.096154	0.136364	0.121212	0.178571	0.085366	0.04	0.147059	0.166667	0.058824	0.12963	0.259259	0.068182	0.148148	0.104167	0.058824	0.25	0.15	0.173913	0.208333	0.222222	0.166667	0.105263	0.153846	0.075	0.2	0	0.131579	0.152174	0.155556	0.342857	0.090909	0.108108	0.205882	0.125	0.162162	0.102564	0.022222	0.172414	0.181818	0.208333	0.145833	0.185185	0.15	0.121951	0.157895	0.2	0.095238	0.722222	0.137931	0.125	0.194444	0.16129	0.296296	0.15625	0.105263	0.179487	0.116279	0.142857	0.171429	0.096154	0.111111	0.136364	0.129032	0.142857	0.170732	0.2	0.125	0.208333	0.107143	0	0.095238	0.038462	0	0.171429	0.15625	0.16129	0.125	0.151515	0.176471	0.15	0.21875	0.142857	0.172414	0.193548	0.206897	0.172414	0.291667	0.171429	0.2	0.181818	0.054054	0.097561	0.088235	0.684211	0.189189	0.142857	0.076923	0.166667	0.130435	0.190476	0.090909	0.080808	0.121212	0.24	0.137931	0.125	0.097561	0.090909	0.166667	0.092593	0.125	0	0.6875	0.115385	0.162162	0.173913	0.2	0.147059	0.214286	0.151515	0.25	0.179487	0.241379	0.033333	0.134615	0.102564	0.142857	0.25	0.129032
D00380	0.173913	0.185185	0.102564	0.052632	0.291667	0.102564	0.212121	0.21875	0.294118	0.214286	0.102564	0.176471	0.170732	0.114286	0.238095	0.37037	0.333333	0.2	0.258065	0.315789	0.142857	0.171429	0.25	0.321429	0.161765	0.242424	0.225806	0.071429	0.416667	0.225	0.184211	0.148148	1	0.212121	0.344828	0.282051	0.296296	0.282609	0.258065	0.125	0.3	0.2	0.212121	0.162162	0.258065	0.155844	0.093023	0.407407	0.176471	0.257143	0.21875	0.310345	0.228571	0.225806	0.21875	0.133333	0.216216	0.333333	0.285714	0.222222	0.214286	0.204545	0.186047	0.25	0.16	0.222222	0.142857	0.2	0	0.166667	0.209302	0.151515	0.296296	0.322581	0.178571	0.137931	0.259259	0.12766	0.175	0.257143	0.1875	0.322581	0.185185	0.448276	0.272727	0.25	0.219512	0.290323	0.3125	0.236842	0.314286	0.106383	0.23913	0.266667	0.169811	0.222222	0.235294	0.357143	0.08046	0.055556	0.222222	0.178571	0.205882	0.2	0.258065	0.130435	0.2	0.234043	0.051282	0.176471	0.275	0.28	0.214286	0.1875	0.342857	0.27027	0.060606	0.116279	0.242424	0.148148	0.2	0.288889	0.1875	0.155556	0.152174	0.15	0.179487	0.138889	0.116279	0.263158	0.085106	0.147059	0.291667	0.307692	0.276596	0.321429	0.275	0.275	0.195122	0.27027	0.214286	0.125	0.117647	0.162791	0.2	0.242424	0.176471	0.166667	0.205128	0.159091	0.177778	0.232558	0.314286	0.24	0.122449	0.25	0.212121	0.125	0.292683	0.296296	0.205882	0.307692	0.098361	0.133333	0.141176	0.142857	0.115385	0.243243	0.354839	0.171429	0.322581	0.228571	0.216216	0.186047	0.333333	0.37037	0.344828	0.272727	0.212121	0.258065	0.44	0.179487	0.322581	0.294118	0.1	0.351351	0.235294	0.15625	0.289474	0.173077	0.093023	0.227273	0.23913	0.2	0.126582	0.131313	0.3125	0.241379	0.1875	0.413793	0.219512	0.242424	0.333333	0.185185	0.25	0	0.185185	0.166667	0.263158	0.185185	0.296296	0.257143	0.181818	0.131579	0.184211	0.214286	0.138889	0.125	0.207547	0.230769	0.323529	0.333333	0.25
D00394	0.148148	0.241379	0.093023	0.128205	0.296296	0.093023	0.257143	0.264706	0.333333	0.310345	0.093023	0.375	0.238095	0.194444	0.333333	0.28125	0.241379	0.444444	0.592593	0.35	0.2	0.363636	0.147059	0.518519	0.220588	0.323529	0.105263	0.133333	0.27907	0.261905	0.361111	0.206897	0.212121	1	0.387097	0.35	0.344828	0.3125	0.387097	0.139535	0.264706	0.209302	0.333333	0.236842	0.228571	0.207792	0.108696	0.4	0.333333	0.297297	0.72	0.448276	0.424242	0.75	0.30303	0.151515	0.361111	0.371429	0.37931	0.37037	0.341463	0.425	0.309524	0.35	0.137931	0.193548	0.241379	0.243243	0.035714	0.21875	0.302326	0.448276	0.21875	0.285714	0.22807	0.193548	0.151515	0.075472	0.275	0.297297	0.386364	0.363636	0.236364	0.4375	0.4375	0.361111	0.35	0.257143	0.314286	0.416667	0.315789	0.098039	0.326087	0.270833	0.245283	0.229167	0.243243	0.235294	0.166667	0.12963	0.371429	0.193548	0.216216	0.206897	0.535714	0.142857	0.212121	0.319149	0.071429	0.189189	0.341463	0.285714	0.310345	0.272727	0.457143	0.342105	0.114286	0.3	0.607143	0.060606	0.333333	0.291667	0.270833	0.473684	0.325581	0.351351	0.388889	0.451613	0.3	0.268293	0.078431	0.482759	0.296296	0.310345	0.28	0.322581	0.25	0.309524	0.232558	0.275	0.309524	0.212121	0.448276	0.285714	0.333333	0.40625	0.294118	0.4375	0.214286	0.170213	0.1875	0.325581	0.388889	0.245283	0.134615	0.340909	0.257143	0.225	0.266667	0.3	0.216216	0.310345	0.245614	0.1	0.202381	0.090909	0.064516	0.470588	0.277778	0.363636	0.25	0.236842	0.484848	0.375	0.333333	0.28125	0.30303	0.586207	0.257143	0.535714	0.37931	0.190476	0.40625	0.454545	0.116279	0.2	0.277778	0.242424	0.394737	0.226415	0.133333	0.26087	0.386364	0.259259	0.223684	0.16	0.314286	0.142857	0.448276	0.285714	0.317073	0.451613	0.375	0.214286	0.285714	0.058824	0.2	0.34	0.268293	0.16129	0.3	0.454545	0.482759	0.175	0.225	0.375	0.216216	0.081081	0.307692	0.3	0.441176	0.294118	0.189189
D00397	0.2	0.206897	0.121951	0.02381	0.259259	0.121951	0.194444	0.3125	0.424242	0.275862	0.121951	0.34375	0.159091	0.105263	0.309524	0.333333	0.25	0.307692	0.4	0.292683	0.129032	0.294118	0.1875	0.481481	0.223881	0.222222	0.138889	0.064516	0.317073	0.209302	0.263158	0.172414	0.344828	0.387097	1	0.432432	0.461538	0.265306	0.272727	0.090909	0.2	0.186047	0.194444	0.15	0.2	0.226667	0.06383	0.28125	0.264706	0.305556	0.4	0.322581	0.314286	0.413793	0.2	0.121212	0.333333	0.342857	0.3	0.333333	0.35	0.302326	0.317073	0.358974	0.066667	0.2	0.166667	0.216216	0.037037	0.117647	0.309524	0.322581	0.225806	0.257143	0.210526	0.125	0.193548	0.037037	0.25	0.236842	0.276596	0.375	0.240741	0.40625	0.451613	0.371429	0.325	0.194444	0.216216	0.351351	0.225	0.1	0.22449	0.22449	0.27451	0.208333	0.285714	0.28125	0.089888	0.052632	0.27027	0.16129	0.222222	0.15	0.354839	0.145833	0.181818	0.297872	0.073171	0.131579	0.255814	0.25	0.233333	0.171429	0.351351	0.388889	0.027027	0.307692	0.419355	0.096774	0.243902	0.270833	0.304348	0.27907	0.244444	0.361111	0.324324	0.294118	0.214286	0.416667	0.102041	0.3125	0.307692	0.233333	0.285714	0.212121	0.255814	0.317073	0.268293	0.219512	0.35	0.147059	0.28125	0.292683	0.275	0.375	0.228571	0.323529	0.219512	0.173913	0.166667	0.333333	0.361111	0.27451	0.137255	0.234043	0.228571	0.170732	0.302326	0.266667	0.189189	0.233333	0.166667	0.038462	0.190476	0.129032	0.103448	0.4	0.285714	0.294118	0.257143	0.179487	0.333333	0.255814	0.342857	0.290323	0.5	0.40625	0.131579	0.354839	0.444444	0.195122	0.419355	0.305556	0.093023	0.261905	0.216216	0.212121	0.368421	0.163636	0.111111	0.266667	0.304348	0.222222	0.15	0.15	0.216216	0.181818	0.413793	0.375	0.358974	0.419355	0.387097	0.196429	0.292683	0	0.206897	0.245283	0.342105	0.129032	0.266667	0.424242	0.354839	0.15	0.2	0.35	0.157895	0.114286	0.196429	0.342105	0.411765	0.264706	0.194444
D00400	0.205882	0.243243	0.1875	0.125	0.184211	0.1875	0.148936	0.152174	0.348837	0.297297	0.1875	0.317073	0.24	0.12766	0.32	0.342105	0.277778	0.319149	0.394737	0.306122	0.121951	0.25	0.166667	0.378378	0.207792	0.25	0.130435	0.1	0.3	0.235294	0.255319	0.184211	0.282051	0.35	0.432432	1	0.324324	0.280702	0.261905	0.134615	0.232558	0.24	0.227273	0.1875	0.204545	0.240964	0.070175	0.3	0.255814	0.208333	0.358974	0.368421	0.325581	0.368421	0.204545	0.116279	0.255319	0.26087	0.315789	0.27027	0.382979	0.34	0.547619	0.52381	0.131579	0.175	0.210526	0.142857	0.026316	0.139535	0.294118	0.268293	0.195122	0.27907	0.333333	0.119048	0.170732	0.030769	0.297872	0.208333	0.44898	0.375	0.344828	0.4	0.4	0.439024	0.391304	0.227273	0.244444	0.452381	0.333333	0.157895	0.245614	0.267857	0.333333	0.210526	0.166667	0.268293	0.136842	0.059701	0.208333	0.146341	0.145833	0.212121	0.394737	0.2	0.136364	0.333333	0.037736	0.148936	0.3	0.179487	0.230769	0.181818	0.355556	0.326087	0.042553	0.192308	0.375	0.153846	0.265306	0.333333	0.314815	0.346939	0.288462	0.25	0.304348	0.25	0.265306	0.377778	0.160714	0.261905	0.216216	0.230769	0.275862	0.243902	0.326531	0.27451	0.26	0.297872	0.3	0.219512	0.238095	0.306122	0.291667	0.27907	0.384615	0.272727	0.196078	0.12069	0.196429	0.288462	0.304348	0.288136	0.189655	0.254545	0.148936	0.255319	0.425532	0.225	0.27907	0.230769	0.157143	0.048387	0.233333	0.210526	0.194444	0.463415	0.333333	0.25	0.309524	0.1875	0.340909	0.326531	0.318182	0.307692	0.358974	0.4	0.255814	0.358974	0.315789	0.132075	0.375	0.318182	0.183673	0.254902	0.217391	0.214286	0.4	0.229508	0.12963	0.283019	0.392157	0.128205	0.183908	0.2	0.244444	0.162791	0.268293	0.375	0.306122	0.309524	0.384615	0.322034	0.391304	0.069767	0.210526	0.327586	0.44186	0.121951	0.25641	0.348837	0.292683	0.117647	0.311111	0.666667	0.145833	0.190476	0.258065	0.291667	0.340909	0.285714	0.148936
D00410	0.3	0.148148	0.02439	0.054054	0.2	0.02439	0.21875	0.1875	0.30303	0.32	0.02439	0.344828	0.205128	0.055556	0.214286	0.285714	0.148148	0.236842	0.357143	0.324324	0.148148	0.290323	0.133333	0.5	0.181818	0.176471	0.088235	0	0.282051	0.170732	0.294118	0.25	0.296296	0.344828	0.461538	0.324324	1	0.26087	0.266667	0.047619	0.151515	0.205128	0.21875	0.166667	0.151515	0.173333	0.095238	0.275862	0.3	0.194444	0.357143	0.321429	0.272727	0.37037	0.1875	0.064516	0.222222	0.34375	0.296296	0.391304	0.315789	0.3	0.219512	0.225	0.076923	0.230769	0.24	0.205882	0.043478	0.096774	0.186047	0.37037	0.172414	0.176471	0.181818	0.142857	0.222222	0	0.314286	0.228571	0.191489	0.290323	0.188679	0.322581	0.366667	0.294118	0.289474	0.147059	0.242424	0.314286	0.216216	0.040816	0.217391	0.217391	0.196078	0.227273	0.205882	0.275862	0.120482	0.037037	0.228571	0.230769	0.176471	0.140351	0.357143	0.085106	0.166667	0.266667	0.025641	0.181818	0.219512	0.192308	0.222222	0.193548	0.277778	0.314286	0.0625	0.27027	0.333333	0	0.205128	0.23913	0.272727	0.243902	0.209302	0.285714	0.323529	0.25	0.205128	0.305556	0.020408	0.310345	0.304348	0.222222	0.311111	0.241379	0.219512	0.315789	0.2	0.243243	0.315789	0.206897	0.275862	0.25641	0.205128	0.290323	0.3	0.28125	0.15	0.162791	0.155556	0.238095	0.285714	0.22	0.125	0.227273	0.21875	0.189189	0.238095	0.259259	0.142857	0.222222	0.178571	0	0.156627	0.033333	0	0.323529	0.242424	0.290323	0.176471	0.2	0.294118	0.25	0.264706	0.2	0.310345	0.413793	0.147059	0.310345	0.458333	0.184211	0.333333	0.30303	0.04878	0.195122	0.108108	0.2	0.297297	0.153846	0.045455	0.261905	0.272727	0.318182	0.128205	0.132653	0.171429	0.129032	0.423077	0.25	0.324324	0.333333	0.3	0.166667	0.225	0	0.192308	0.192308	0.236842	0.148148	0.214286	0.387097	0.310345	0.105263	0.189189	0.282051	0.176471	0.029412	0.188679	0.236842	0.375	0.258065	0.21875
D00411	0.086957	0.122449	0.064516	0.105263	0.173913	0.081967	0.235294	0.265306	0.288462	0.23913	0.064516	0.285714	0.20339	0.192308	0.415094	0.2	0.122449	0.365385	0.319149	0.351852	0.145833	0.333333	0.137255	0.25	0.342105	0.230769	0.12963	0.104167	0.423077	0.2	0.36	0.148936	0.282609	0.3125	0.265306	0.280702	0.26087	1	0.265306	0.133333	0.169811	0.267857	0.235294	0.2	0.148148	0.272727	0.111111	0.326087	0.3125	0.288462	0.291667	0.244898	0.346939	0.297872	0.265306	0.075472	0.307692	0.313725	0.204082	0.244444	0.275862	0.333333	0.298246	0.280702	0.155556	0.166667	0.170213	0.27451	0	0.137255	0.388889	0.297872	0.16	0.207547	0.202703	0.142857	0.163265	0.134328	0.320755	0.288462	0.269841	0.28	0.208333	0.326531	0.3	0.236364	0.303571	0.166667	0.326531	0.346154	0.277778	0.071429	0.290323	0.355932	0.25	0.238095	0.27451	0.244898	0.244681	0.142857	0.313725	0.142857	0.163636	0.271429	0.319149	0.171875	0.229167	0.265625	0.066667	0.145455	0.275862	0.170213	0.1875	0.196078	0.346154	0.272727	0.115385	0.267857	0.28	0.038462	0.267857	0.35	0.355932	0.271186	0.288136	0.301887	0.301887	0.333333	0.245614	0.339623	0.057143	0.319149	0.148936	0.1875	0.509091	0.22449	0.254237	0.275862	0.263158	0.320755	0.37037	0.156863	0.244898	0.258621	0.365385	0.306122	0.26	0.326531	0.186441	0.193548	0.206349	0.288136	0.4375	0.268657	0.164179	0.3	0.26	0.172414	0.288136	0.208333	0.142857	0.1875	0.323529	0.138462	0.263158	0.037736	0.019608	0.232143	0.25	0.333333	0.185185	0.222222	0.36	0.275862	0.313725	0.22449	0.265306	0.326531	0.235294	0.319149	0.282609	0.210526	0.306122	0.425532	0.098361	0.237288	0.226415	0.153846	0.285714	0.253731	0.129032	0.305085	0.37931	0.204545	0.230769	0.238532	0.226415	0.134615	0.270833	0.28	0.351852	0.28	0.285714	0.225352	0.237288	0.057692	0.122449	0.283582	0.245614	0.122449	0.208333	0.313725	0.347826	0.157895	0.214286	0.254237	0.207547	0.035088	0.318182	0.245614	0.333333	0.235294	0.26
D00415	0.153846	0.25	0.121951	0.075	0.307692	0.121951	0.228571	0.235294	0.236842	0.321429	0.121951	0.264706	0.214286	0.166667	0.27907	0.290323	0.206897	0.243902	0.4	0.292683	0.25	0.257143	0.266667	0.333333	0.15493	0.333333	0.171429	0.1	0.285714	0.238095	0.230769	0.259259	0.258065	0.387097	0.272727	0.261905	0.266667	0.265306	1	0.142857	0.272727	0.275	0.264706	0.210526	0.235294	0.179487	0.136364	0.576923	0.264706	0.236842	0.3125	0.366667	0.314286	0.322581	0.3125	0.15625	0.263158	0.305556	0.392857	0.285714	0.227273	0.272727	0.2	0.261905	0.142857	0.44	0.206897	0.216216	0	0.225806	0.222222	0.28125	0.266667	0.333333	0.210526	0.241379	0.15625	0.076923	0.219512	0.27027	0.22449	0.333333	0.218182	0.285714	0.323529	0.297297	0.292683	0.264706	0.40625	0.428571	0.441176	0.122449	0.2	0.2	0.160714	0.183673	0.25	0.28125	0.141176	0.090909	0.205128	0.2	0.222222	0.189655	0.4	0.170213	0.3	0.244898	0.073171	0.264706	0.317073	0.296296	0.275862	0.28125	0.315789	0.25	0.117647	0.186047	0.294118	0.0625	0.243902	0.196078	0.176471	0.222222	0.217391	0.195122	0.25641	0.257143	0.186047	0.186047	0.102041	0.272727	0.214286	0.321429	0.211538	0.290323	0.285714	0.227273	0.209302	0.282051	0.227273	0.21875	0.242424	0.232558	0.275	0.257143	0.264706	0.285714	0.219512	0.173913	0.244444	0.244444	0.361111	0.203704	0.137255	0.208333	0.228571	0.2	0.244444	0.310345	0.222222	0.321429	0.147541	0.08	0.162791	0.129032	0.103448	0.289474	0.285714	0.257143	0.294118	0.243243	0.333333	0.285714	0.305556	0.290323	0.3125	0.323529	0.228571	0.3125	0.444444	0.195122	0.333333	0.342857	0.146341	0.204545	0.285714	0.25	0.268293	0.207547	0.136364	0.266667	0.25	0.222222	0.135802	0.138614	0.323529	0.258065	0.242424	0.257143	0.232558	0.257143	0.34375	0.196429	0.261905	0.060606	0.25	0.2	0.243902	0.166667	0.310345	0.27027	0.3125	0.210526	0.230769	0.255814	0.257143	0.114286	0.288462	0.214286	0.333333	0.387097	0.228571
D00419	0	0.078947	0.529412	0.139535	0.111111	0.405405	0.195122	0.2	0.104167	0.02381	0.625	0.042553	0.117647	0.333333	0.109091	0.15	0.051282	0.117647	0.116279	0.156863	0.025	0.041667	0.128205	0.095238	0.157895	0.282051	0.068182	0.083333	0.090909	0.487179	0.102041	0.081081	0.125	0.139535	0.090909	0.134615	0.047619	0.133333	0.142857	1	0.2	0.117647	0.25641	0.155556	0.2	0.180723	0.166667	0.146341	0.065217	0.232558	0.090909	0.119048	0.106383	0.093023	0.230769	0.194444	0.125	0.104167	0.125	0.076923	0.111111	0.192308	0.052632	0.134615	0.225806	0.135135	0.108108	0.186047	0.030303	0.128205	0.109091	0.068182	0.128205	0.219512	0.190476	0.02439	0.02381	0.068966	0.056604	0.104167	0.1	0.162791	0.196721	0.108696	0.133333	0.125	0.18	0.195122	0.133333	0.098039	0.170213	0.326087	0.157895	0.137931	0.20339	0.122807	0.243902	0.146341	0.157303	0.222222	0.104167	0.02439	0.162791	0.136364	0.090909	0.089286	0.125	0.196429	0.190476	0.113636	0.25	0.108108	0.102564	0.175	0.142857	0.098039	0.1	0.14	0.111111	0.081081	0.14	0.080645	0.03125	0.089286	0.148148	0.078431	0.078431	0.086957	0.117647	0.036364	0.363636	0.066667	0.081081	0.131579	0.078125	0.15	0.176471	0.090909	0.115385	0.166667	0.071429	0.097561	0.044444	0.053571	0.117647	0.086957	0.065217	0.085106	0.473684	0.111111	0.409091	0.192308	0.122449	0.163934	0.122807	0.122807	0.225	0.058824	0.148148	0.189189	0.086957	0.131579	0.041096	0.090909	0.164835	0.138889	0.117647	0.170213	0.186047	0.041667	0.219512	0.181818	0.148936	0.153846	0.177778	0.210526	0.116279	0.108696	0.195122	0.142857	0.097561	0.122449	0.162791	0.12766	0.358974	0.372093	0.133333	0.15	0.16	0.147541	0.75	0.105263	0.1	0.083333	0.126437	0.130841	0.214286	0.125	0.044444	0.06383	0.072727	0.136364	0.166667	0.196721	0.134615	0.078947	0.108108	0.107692	0.14	0.025	0.157895	0.152174	0.090909	0.155556	0.102041	0.132075	0.162791	0.323529	0.140625	0.266667	0.148936	0.139535	0.088889
D00422	0.111111	0.166667	0.15	0.131579	0.214286	0.179487	0.131579	0.135135	0.146341	0.15625	0.15	0.131579	0.159091	0.166667	0.195652	0.290323	0.166667	0.186047	0.272727	0.204545	0.129032	0.128205	0.407407	0.212121	0.108108	0.257143	0.28125	0.064516	0.2	0.238095	0.116279	0.133333	0.3	0.264706	0.2	0.232558	0.151515	0.169811	0.272727	0.2	1	0.159091	0.264706	0.243243	0.826087	0.121951	0.086957	0.366667	0.131579	0.175	0.235294	0.242424	0.179487	0.242424	0.235294	0.121212	0.142857	0.146341	0.258065	0.2	0.173913	0.191489	0.125	0.177778	0.185185	0.16129	0.166667	0.125	0	0.1875	0.122449	0.108108	0.151515	0.257143	0.169492	0.125	0.193548	0.098039	0.136364	0.119048	0.176471	0.257143	0.175439	0.25	0.25	0.230769	0.204545	0.954545	0.216216	0.219512	0.324324	0.145833	0.2	0.176471	0.140351	0.16	0.153846	0.28125	0.114943	0.090909	0.093023	0.125	0.128205	0.131148	0.235294	0.1	0.147059	0.150943	0.023256	0.228571	0.255814	0.206897	0.233333	0.205882	0.282051	0.136364	0.055556	0.0625	0.189189	0.133333	0.133333	0.196078	0.090909	0.170213	0.098039	0.113636	0.113636	0.1	0.108696	0.159091	0.125	0.105263	0.214286	0.275862	0.166667	0.290323	0.173913	0.285714	0.130435	0.219512	0.125	0.181818	0.078947	0.104167	0.133333	0.157895	0.162162	0.153846	0.190476	0.125	0.191489	0.166667	0.166667	0.160714	0.09434	0.208333	0.131579	0.090909	0.244444	0.310345	0.157895	0.275862	0.09375	0.102041	0.111111	0.129032	0.103448	0.25641	0.25	0.128205	0.294118	0.243243	0.2	0.227273	0.205128	0.333333	0.235294	0.25	0.228571	0.2	0.3	0.113636	0.257143	0.205128	0.146341	0.204545	0.216216	0.176471	0.238095	0.142857	0.162791	0.1875	0.176471	0.137931	0.135802	0.095238	0.25	0.392857	0.108108	0.189189	0.12766	0.128205	0.264706	0.155172	0.204545	0.029412	0.129032	0.157895	0.243902	0.166667	0.266667	0.236842	0.135135	0.121951	0.170732	0.2	0.157895	0.147059	0.218182	0.186047	0.2	0.34375	0.131579
D00426	0.114286	0.157895	0.122449	0.083333	0.228571	0.145833	0.238095	0.275	0.365854	0.210526	0.122449	0.3	0.276596	0.214286	0.422222	0.166667	0.189189	0.2	0.275	0.347826	0.189189	0.394737	0.146341	0.195122	0.246575	0.292683	0.111111	0.135135	0.369565	0.173077	0.390244	0.194444	0.2	0.209302	0.186047	0.24	0.205128	0.267857	0.275	0.117647	0.159091	1	0.209302	0.122449	0.133333	0.147727	0.18	0.219512	0.368421	0.244444	0.243902	0.219512	0.410256	0.219512	0.275	0.095238	0.325581	0.244444	0.2	0.184211	0.285714	0.326531	0.26	0.347826	0.108108	0.184211	0.189189	0.35	0.027778	0.236842	0.333333	0.315789	0.236842	0.232558	0.147059	0.184211	0.15	0.181818	0.372093	0.302326	0.210526	0.261905	0.151515	0.2	0.227273	0.23913	0.265306	0.155556	0.35	0.255319	0.183673	0.084746	0.189655	0.189655	0.174603	0.155172	0.255814	0.219512	0.164835	0.210526	0.217391	0.184211	0.325	0.238095	0.275	0.306122	0.333333	0.22807	0.204545	0.209302	0.235294	0.222222	0.179487	0.219512	0.229167	0.372093	0.175	0.304348	0.232558	0.075	0.363636	0.206897	0.254545	0.28	0.3	0.26087	0.380952	0.358974	0.25	0.153846	0.086207	0.342105	0.162162	0.210526	0.333333	0.195122	0.188679	0.125	0.326087	0.311111	0.340426	0.170732	0.25	0.319149	0.5	0.358974	0.268293	0.35	0.204082	0.188679	0.181818	0.27451	0.318182	0.254237	0.175439	0.196429	0.268293	0.1875	0.226415	0.205128	0.177778	0.210526	0.274194	0.211538	0.135417	0.073171	0.078947	0.183673	0.2	0.394737	0.177778	0.170213	0.357143	0.211538	0.217391	0.166667	0.243902	0.227273	0.155556	0.307692	0.230769	0.208333	0.232558	0.333333	0.142857	0.192308	0.317073	0.195122	0.270833	0.258621	0.18	0.404255	0.210526	0.235294	0.122222	0.117117	0.227273	0.170732	0.282051	0.232558	0.319149	0.261905	0.268293	0.1875	0.215686	0.073171	0.222222	0.190476	0.22449	0.128205	0.205128	0.142857	0.307692	0.341463	0.295455	0.26	0.325	0.066667	0.206349	0.176471	0.295455	0.209302	0.368421
D00432	0.148148	0.2	0.205128	0.128205	0.296296	0.205128	0.257143	0.264706	0.2	0.1875	0.205128	0.157895	0.181818	0.264706	0.217391	0.413793	0.2	0.333333	0.264706	0.285714	0.2	0.184211	0.181818	0.242424	0.152778	0.363636	0.105263	0.133333	0.195652	0.358974	0.166667	0.206897	0.212121	0.333333	0.194444	0.227273	0.21875	0.235294	0.264706	0.25641	0.264706	0.209302	1	0.205128	0.228571	0.1625	0.133333	0.3125	0.222222	0.333333	0.264706	0.5	0.236842	0.272727	0.387097	0.117647	0.225	0.230769	0.538462	0.233333	0.195652	0.357143	0.170213	0.2	0.137931	0.275862	0.241379	0.277778	0.035714	0.21875	0.191489	0.235294	0.181818	0.451613	0.25	0.193548	0.225806	0.096154	0.186047	0.263158	0.196078	0.323529	0.236364	0.243243	0.277778	0.195122	0.227273	0.257143	0.243243	0.214286	0.25	0.191489	0.297872	0.244898	0.222222	0.311111	0.277778	0.272727	0.126437	0.173077	0.2	0.15625	0.285714	0.22807	0.228571	0.217391	0.290323	0.215686	0.153846	0.157895	0.309524	0.285714	0.310345	0.3125	0.275	0.186047	0.114286	0.181818	0.25	0.09375	0.209302	0.24	0.150943	0.217391	0.1875	0.162791	0.190476	0.216216	0.181818	0.181818	0.170213	0.264706	0.25	0.357143	0.207547	0.518519	0.25	0.195652	0.204545	0.307692	0.170213	0.212121	0.235294	0.173913	0.209302	0.216216	0.189189	0.210526	0.342105	0.170213	0.357143	0.266667	0.219512	0.178571	0.204082	0.282609	0.294118	0.225	0.163265	0.5	0.285714	0.357143	0.126984	0.1	0.16092	0.090909	0.064516	0.25	0.393939	0.184211	0.40625	0.305556	0.25641	0.195652	0.333333	0.464286	0.30303	0.277778	0.419355	0.264706	0.333333	0.190476	0.323529	0.263158	0.230769	0.35	0.277778	0.242424	0.261905	0.25	0.214286	0.208333	0.196078	0.259259	0.192308	0.115385	0.4375	0.176471	0.2	0.184211	0.173913	0.25	0.333333	0.236364	0.255814	0.090909	0.2	0.196429	0.155556	0.241379	0.344828	0.230769	0.228571	0.27027	0.166667	0.25	0.285714	0.081081	0.172414	0.268293	0.25641	0.294118	0.222222
